[-0.16999507];-0.4290955662727356;[-0.26888626];0.45091697573661804;[0.46939611]
[-0.709996];-1.578345537185669;[-1.05936609];0.1950194537639618;[0.32546174]
[-0.61999583];-1.3600547313690186;[-1.53952131];0.3174407184123993;[0.45658953]
[1.9900086];0.40565747022628784;[0.25788578];-1.6493982076644897;[-1.85125037]
[1.9000084];0.36709457635879517;[0.02152027];-2.1970462799072266;[-1.65962155]
[-2.3299987];-7.363234996795654;[-7.27153954];0.6123287081718445;[1.02311329]
[-1.6999977];-5.41651725769043;[-5.20727498];5.6466593742370605;[4.04999691]
[0.19000554];0.09497398138046265;[0.34191752];0.8124434351921082;[-0.20811981]
[2.0800087];0.4112991690635681;[-0.1113639];-1.3070844411849976;[-1.62999844]
[-2.419999];-7.177961349487305;[-7.53250502];0.5375044941902161;[0.99143551]
[1.3600075];0.06025123596191406;[-0.24547477];2.8379030227661133;[1.05294594]
[2.170009];0.3918920159339905;[-0.02198035];-1.1016089916229248;[-1.04468407]
[0.8200066];0.09031730890274048;[0.04739785];1.6491258144378662;[-0.06681439]
[1.4500077];0.069385826587677;[-0.06827133];5.633887767791748;[2.84043782]
[-1.879998];-6.2261061668396;[-5.98246908];2.2764573097229004;[1.83584125]
[-1.1599967];-3.058736801147461;[-2.85469362];-0.6530373692512512;[-0.30221303]
[1.5400078];0.1503809094429016;[0.39098742];8.666290283203125;[13.76770247]
[1.630008];0.19271665811538696;[0.13287096];-3.135422468185425;[-8.12873091]
[-2.8699996];-5.9407196044921875;[-4.86050814];0.29775935411453247;[0.34077865]
[-1.339997];-3.766303777694702;[-3.87882417];-1.9332077503204346;[-1.22421403]
[-2.6899993];-6.419220447540283;[-6.42654627];0.4024696946144104;[0.36756002]
[-2.7799995];-6.1789870262146;[-5.24284471];0.35012564063072205;[0.47695583]
[0.10000539];-0.02026909589767456;[-0.09369508];0.7089659571647644;[-0.90695149]
[-1.4299972];-4.128994464874268;[-3.94759765];-3.066753625869751;[-2.34087159]
[2.4400094];0.2782943844795227;[-0.23701763];-0.6381886601448059;[-0.87402126]
[2.7100098];0.11902958154678345;[0.07604163];-0.2084667980670929;[-0.43048919]
[-2.2399986];-7.339168548583984;[-7.64876306];0.7881924510002136;[1.01750643]
[-2.0599983];-6.832499980926514;[-6.78002519];1.316641092300415;[1.53801664]
[-1.7899978];-5.815791130065918;[-5.77468036];3.754215717315674;[2.51801848]
[-1.2499969];-3.4096293449401855;[-3.08514855];-1.142970323562622;[-0.49884568]
[0.91000676];0.177168607711792;[0.08124032];1.503875494003296;[-0.48474481]
[-1.0699966];-2.7157464027404785;[-2.59401593];-0.31676414608955383;[-0.00089654]
[-2.509999];-6.91981840133667;[-7.08412296];0.4965544641017914;[0.41592196]
[1.7200081];0.24426168203353882;[0.14340259];-4.367430686950684;[-3.4714132]
[0.37000585];0.2790272831916809;[0.42669196];1.1774756908416748;[-0.1705956]
[2.3500092];0.32306504249572754;[0.10906221];-0.7894315123558044;[-1.01303156]
[-2.5999992];-6.664168834686279;[-6.79747575];0.4526103436946869;[0.71680262]
[-0.34999537];-0.7334999442100525;[-0.67613682];-0.0994599238038063;[0.12869611]
[2.80001];0.06808871030807495;[-0.34672004];-0.06968573480844498;[-0.42927826]
[2.5300095];0.22747021913528442;[0.27486777];-0.49099329113960266;[-0.51196846]
[-1.6099975];-4.962161064147949;[-4.94943693];4.907156944274902;[12.17305961]
[2.260009];0.3608982563018799;[0.38456249];-0.9423593878746033;[-1.18539459]
[-2.1499984];-7.115357398986816;[-6.99696006];1.054958701133728;[1.33768679]
[-0.8899963];-2.082613706588745;[-1.62013548];0.08255072683095932;[0.03738494]
[1.2700074];0.154308021068573;[0.42203753];2.3920130729675293;[0.84055731]
[0.460006];0.3623731732368469;[0.17224306];1.4601218700408936;[-0.54042486]
[1.8100083];0.3059845566749573;[0.24791494];-2.997450590133667;[-2.40468635]
[1.0900071];0.23485404253005981;[-0.12440332];1.7697770595550537;[0.28171455]
[0.01000524];-0.15002721548080444;[0.05320757];0.6284148097038269;[0.0252427]
[-0.97999644];-2.3869340419769287;[-2.15183411];-0.0716431513428688;[0.17481498]
[-1.9699981];-6.560683250427246;[-6.68792388];1.5225048065185547;[1.42148434]
[0.73000646];0.142225444316864;[0.26804955];2.1023757457733154;[-0.24837064]
[-0.79999614];-1.8139636516571045;[-1.41989088];0.1444823443889618;[-0.0914439]
[-1.5199974];-4.501536846160889;[-4.39961204];-4.014694690704346;[-8.25957382]
[-0.5299957];-1.139596700668335;[-1.07270816];0.5129362940788269;[0.17024688]
[-0.25999522];-0.5746464133262634;[-0.35656977];0.3052489459514618;[0.48669556]
[0.55000615];0.42747360467910767;[0.87217125];1.739067792892456;[-0.31398279]
[-0.43999553];-0.8785831928253174;[-0.34078822];0.09566184133291245;[0.43482857]
[1.1800072];0.2155541181564331;[0.27323436];2.0338284969329834;[0.37901895]
[0.2800057];0.1931799054145813;[0.43075022];0.9623915553092957;[-0.11817355]
[1.0000069];0.2182052731513977;[0.50202692];1.595271348953247;[0.15041407]
[-0.07999492];-0.28795117139816284;[-0.05136983];0.5486418604850769;[0.33595396]
[0.6400063];0.335029661655426;[0.10647842];1.8848254680633545;[0.00705296]
[2.6200097];0.1732805371284485;[-0.31327654];-0.34822753071784973;[-0.32519464]
